s1_name,patch_id,latitude,longitude,country,season,climate_zone
S1B_IW_GRDH_1SDV_20180327T183408_29SNB_63_64,S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_63_64,37.24682793580561,-8.14103888763464,Portugal,Spring,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20180327T183408_29SNB_64_62,S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_64_62,37.268360190952805,-8.127260273564227,Portugal,Spring,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20180327T183408_29SNB_64_63,S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_64_63,37.25754461428245,-8.127385075286798,Portugal,Spring,"Temperate, dry summer, hot summer"
S1B_IW_GRDH_1SDV_20180327T183408_29SNB_67_37,S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_67_37,37.53843379069838,-8.083373926827994,Portugal,Spring,"Temperate, dry summer, hot summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_47_45,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_47_45,67.08482370437058,24.614981424957396,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_55_46,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_55_46,67.06892998032937,24.833732107549732,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_60_40,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_60_40,67.12998723321246,24.981991936631786,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_61_47,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_61_47,67.05412914123987,24.99715752028268,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_61_59,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_61_59,66.9252671867335,24.976032829193596,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_62_28,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_62_28,67.2574491557771,25.058856121425755,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_64_48,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_64_48,67.0412976338725,25.07789067316222,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_64_67,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_64_67,66.83728350836225,25.043903927718606,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180417T155012_34WFV_65_31,S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_65_31,67.22311122697042,25.136536161496334,Finland,Spring,"Cold, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_35_31,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_35_31,47.512195036279216,15.56550236766192,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_42_27,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_42_27,47.55477768812793,15.677611015953062,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_47_37,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_47_37,47.44631256018939,15.755803247212986,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_51_52,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_51_52,47.283924357468486,15.816961305830777,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_54_35,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_54_35,47.46711682040419,15.867566704680545,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_64_36,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_64_36,47.45500564632805,16.02656747108182,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180421T165046_33TWN_67_42,S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_67_42,47.389793218070594,16.07300155816418,Austria,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_23_30,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_23_30,52.905324018118534,-7.093785456593383,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_25_38,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_25_38,52.81849518668838,-7.061969889176664,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_25_43,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_25_43,52.76458754388587,-7.064364959052763,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_27_34,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_27_34,52.86103331833842,-7.024421282351629,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_29_35,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_29_35,52.849654130425066,-6.989293970002626,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_30_68,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_30_68,52.49357134122366,-6.987903017327591,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_32_49,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_32_49,52.69780658987732,-6.943000614467594,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_33_28,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_33_28,52.92388873976453,-6.914444142038074,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_33_31,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_33_31,52.89154772535094,-6.91599742625216,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_35_50,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_35_50,52.68609004914474,-6.8902845948769995,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_36_38,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_36_38,52.81513656207228,-6.866230669278339,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_38_37,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_38_37,52.825271149209975,-6.830108876732053,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_39_42,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_39_42,52.77104523841836,-6.815016745061147,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_43_27,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_43_27,52.93140185766753,-6.735520656000038,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_45_59,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_45_59,52.58578424018189,-6.717952922942632,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_46_27,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_46_27,52.930369512321406,-6.6820060219099675,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_48_58,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_48_58,52.59552787406223,-6.664287509962358,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_50_51,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_50_51,52.670275169998305,-6.62480141148485,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_56_26,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_56_26,52.93753163676407,-6.503027719211497,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_56_46,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_56_46,52.72198311255876,-6.5153636772844825,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_56_58,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_56_58,52.59264925366237,-6.5226902167124905,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_57_49,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_57_49,52.68927696116714,-6.499463481051467,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180423T181437_29UPU_58_23,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_58_23,52.96910677388782,-6.465461415040855,Ireland,Spring,"Temperate, no dry season, cold summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_58_35,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_58_35,52.839783254882974,-6.473002027964413,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_58_48,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_58_48,52.69967873413694,-6.481106176900161,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_60_37,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_60_37,52.8174661449654,-6.438676022213724,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063852_29UPU_62_23,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_62_23,52.967562056825315,-6.394061691061649,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180420T063917_29UPU_64_58,S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_64_58,52.58960149946802,-6.381117625362388,Ireland,Spring,"Temperate, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_23_54,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_23_54,44.564545373593056,21.354867137949093,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_25_39,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_25_39,44.726488585194424,21.386162927588256,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_31_24,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_31_24,44.888179514466835,21.478418898058454,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_32_52,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_32_52,44.58564728777816,21.491047663074326,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_36_38,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_36_38,44.736605665769524,21.552948305327458,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_50_62,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_50_62,44.47613086880025,21.761722988916688,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_51_64,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_51_64,44.45442458161996,21.776523747962543,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_53_49,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_53_49,44.616247318959864,21.808927037673225,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_54_46,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_54_46,44.64854486984729,21.824509058308557,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_54_54,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_54_54,44.562129322831716,21.823287515318928,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_54_66,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_54_66,44.43250349112173,21.821465457131886,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_58_66,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_58_66,44.432053851459536,21.88176808290057,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_60_57,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_60_57,44.529034432839275,21.91343454628868,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_60_59,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_60_59,44.50743072701657,21.913097064409584,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_62_48,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_62_48,44.6260036983376,21.945208752311487,Serbia,Spring,"Temperate, no dry season, hot summer"
S1B_IW_GRDH_1SDV_20180423T043716_34TEQ_63_57,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_63_57,44.52866312718428,21.958735136317042,Serbia,Spring,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180423T043716_34TEQ_64_51,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_64_51,44.59334485661981,21.974916931361573,Serbia,Spring,"Temperate, no dry season, hot summer"
S1B_IW_GRDH_1SDV_20180423T043716_34TEQ_66_62,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_66_62,44.4742658581034,22.003108255104408,Serbia,Spring,"Cold, no dry season, warm summer"
S1B_IW_GRDH_1SDV_20180423T043716_34TEQ_68_61,S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_68_61,44.48479841056958,22.033470348519213,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_26_57,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_26_57,43.63149034442624,21.393956995893106,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_31_58,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_31_58,43.620405274931095,21.468249153304537,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_39_41,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_39_41,43.80352723170046,21.589023134888482,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_40_38,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_40_38,43.835861231938736,21.604267404968123,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_40_41,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_40_41,43.803449374567506,21.603940599483433,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_42_36,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_42_36,43.857307175032716,21.63434724255094,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_46_40,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_46_40,43.813745129366126,21.69356906803472,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_51_42,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_51_42,43.79166082805828,21.76789000731454,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_53_35,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_53_35,43.86708091824941,21.798725732184494,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_54_55,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_54_55,43.65090393338331,21.810735409000866,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_57_66,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_57_66,43.53173700762791,21.853690382376392,Serbia,Spring,"Temperate, no dry season, hot summer"
S1A_IW_GRDH_1SDV_20180430T162450_34TEP_59_58,S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_59_58,43.617941233086505,21.884653568424,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_23_23,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_23_23,43.08808075961932,22.57508312331355,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_29_41,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_29_41,42.89240075875969,22.65827136586059,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_30_29,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_30_29,43.02180576088243,22.676477922901004,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_35_23,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_35_23,43.0855093405767,22.751926653316847,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_35_24,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_35_24,43.07470844352629,22.751618855471783,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_35_36,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_35_36,42.945095945185024,22.74793851919219,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_43_26,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_43_26,43.05124266816111,22.86882397754291,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180511T043832_34TFN_43_29,S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_43_29,43.01884180805816,22.867840713113765,Serbia,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180512T162925_34VDM_24_52,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_24_52,59.86473765155468,19.738638376299853,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_27_47,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_27_47,59.91920207523073,19.800964490731108,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_27_50,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_27_50,59.886883326469174,19.802129008407068,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_29_45,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_29_45,59.94113138255962,19.84312901832738,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_30_30,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_30_30,60.10291220315102,19.85904428231679,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_31_49,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_31_49,59.898408130484206,19.887515739077774,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_34_29,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_34_29,60.114401177566904,19.94500904245659,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_34_30,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_34_30,60.10362806839636,19.945353543153413,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_36_23,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_36_23,60.17937729075136,19.98619160567447,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_38_53,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_38_53,59.85649442072448,20.038876396926177,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_38_64,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_38_64,59.73798110819861,20.04228026898842,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_39_32,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_39_32,60.08289678573796,20.05386381277102,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_41_63,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_41_63,59.74920643141581,20.106020923345366,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_43_29,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_43_29,60.11580672968667,20.13928310715605,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_43_57,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_43_57,59.81413564631725,20.14707333196114,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_45_44,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_45_44,59.95447089100415,20.186441194290914,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_45_61,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_45_61,59.771308474123536,20.19090152050788,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_48_66,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_48_66,59.71781413565346,20.256194016885356,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_49_23,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_49_23,60.181229348365235,20.267372436130476,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_49_47,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_49_47,59.92264962234689,20.273079673545883,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_49_49,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_49_49,59.90110083672609,20.273550600952678,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_53_30,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_53_30,60.10625987706474,20.35537394519497,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_55_61,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_55_61,59.772449608483974,20.40455604451526,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_56_49,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_56_49,59.901842704972765,20.423692533988294,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_57_32,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_57_32,60.0851032214328,20.44206701373733,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_57_35,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_57_35,60.05277974834515,20.442612544201662,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_58_40,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_58_40,59.998995810354614,20.465031326841086,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_59_33,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_59_33,60.07450352859493,20.48537195682256,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_61_52,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_61_52,59.869943096836025,20.53139638885326,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_61_54,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_61_54,59.84839312413973,20.531699331574707,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_62_55,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_62_55,59.837692491846305,20.55325912469205,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_63_53,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_63_53,59.85931352587408,20.574392697403017,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_65_28,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_65_28,60.12881704854431,20.614114251921627,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_67_32,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_67_32,60.08583687549386,20.657756846130592,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_67_38,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_67_38,60.0211878654529,20.65842538083256,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180509T045023_34VDM_67_68,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_67_68,59.69793317243839,20.66172285266172,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T161304_34VDM_68_36,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_68_36,60.0427915421843,20.67974430416824,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180514T045835_34VDM_68_49,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_68_49,59.902716646440055,20.681093810043823,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180509T045023_34VDM_68_62,S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_68_62,59.7626387334844,20.682430103581307,Finland,Spring,"Cold, no dry season, warm summer"
S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_25_26,S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_25_26,61.94508643989099,27.582797796827453,Finland,Spring,"Cold, no dry season, cold summer"
